query_id	stemmed	doc_id	terms	weight	query_or_doc
6	True	N/A	interest	7.890041846286317	query
6	True	N/A	articl	5.076423034634259	query
6	True	N/A	robot	7.379008127628304	query
6	True	N/A	,	0.016680166430975266	query
6	True	N/A	motion	11.348520070779758	query
6	True	N/A	plan	4.545794783572089	query
6	True	N/A	geometr	5.58724865840025	query
6	True	N/A	combinatori	4.739950798013046	query
6	True	N/A	aspect	4.064822122955779	query
6	True	N/A	.	0.04545650215511218	query
6	True	N/A	dynam	3.641338509344936	query
6	True	N/A	arm	7.379008127628304	query
6	True	1543	howard	19.38815218726245	doc
6	True	1543	,	0.18348183074072794	doc
6	True	1543	j.	6.435687846653517	doc
6	True	1543	.	0.22728251077556091	doc
6	True	1543	comput	13.833736520211207	doc
6	True	1543	formul	27.453886480330617	doc
6	True	1543	equat	14.892025536907436	doc
6	True	1543	motion	28.371300176949394	doc
6	True	1543	tensor	23.970855066033657	doc
6	True	1543	notat	13.383712186632078	doc
6	True	1543	mean	3.2046208577326674	doc
6	True	1543	extend	3.867462688797284	doc
6	True	1543	area	3.867462688797284	doc
6	True	1543	applic	2.4553842105216783	doc
6	True	1543	digit	9.731524712657848	doc
6	True	1543	numer	6.031819005679884	doc
6	True	1543	data	4.107124187384031	doc
6	True	1543	process	5.983539194517647	doc
6	True	1543	stage	9.8733221845182	doc
6	True	1543	reduc	3.641338509344936	doc
6	True	1543	need	3.251873742583213	doc
6	True	1543	human	4.461237395544026	doc
6	True	1543	particip	5.507205950726713	doc
6	True	1543	type	3.227968221729659	doc
6	True	1543	problem	3.8862101962554094	doc
6	True	1543	calculus	5.238941964132033	doc
6	True	1543	languag	2.0882190275010593	doc
6	True	1543	design	2.3750618216828454	doc
6	True	1543	facilit	4.739950798013046	doc
6	True	1543	symbol	6.874852639917228	doc
6	True	1543	mathemat	7.0577210518364915	doc
6	True	1543	method	1.8049547596468876	doc
6	True	1543	devis	5.433097978572992	doc
6	True	1543	non-numer	11.985427533016829	doc
6	True	1543	work	6.65444635965	doc
6	True	1543	algebra	3.8094754311469345	doc
6	True	1543	manipul	3.3626251068759156	doc
6	True	1543	differenti	7.647320132277782	doc
6	True	1543	illustr	6.95407091610732	doc
6	True	1543	techniqu	4.422738169444768	doc
6	True	1543	involv	6.933970244400317	doc
6	True	1543	deriv	6.5362685269099865	doc
6	True	1543	point	3.2123429038265776	doc
6	True	1543	mass	6.68586094706836	doc
6	True	1543	general	2.3291521203787675	doc
6	True	1543	orthogon	4.6064194053885235	doc
6	True	1543	curvilinear	7.379008127628304	doc
6	True	1543	coordin	14.559838449960148	doc
6	True	1543	system	4.512232190328822	doc
6	True	1543	oper	2.1532614539151034	doc
6	True	1543	term	3.301470683722585	doc
6	True	1543	first-	8.07215530818825	doc
6	True	1543	second-ord	8.07215530818825	doc
6	True	1543	coeffici	3.9946178642825303	doc
6	True	1543	good	4.6064194053885235	doc
6	True	1543	demonstr	3.9946178642825303	doc
6	True	1543	's	2.4373657050190003	doc
6	True	1543	capabl	3.7954891891721947	doc
6	True	1543	assist	4.9811128548299335	doc
6	True	1543	preced	4.739950798013046	doc
6	True	1543	serv	4.6064194053885235	doc
6	True	1543	advantag	3.7027074557212285	doc
6	True	1543	employ	3.913272224828578	doc
6	True	1543	program	1.3471216660214071	doc
6	True	1543	prepar	4.545794783572089	doc
6	True	1543	purpos	3.3626251068759156	doc
6	True	1543	request	4.461237395544026	doc
6	True	1543	user	3.1093106779283426	doc
6	True	1543	result	2.3750618216828454	doc
6	True	1543	present	1.8299320427330847	doc
6	True	1543	:	2.4626835130032902	doc
6	True	1543	cylindr	6.97354301952014	doc
6	True	1543	polar	14.758016255256608	doc
6	True	1543	spheric	6.280395838960195	doc
6	True	1543	prolat	8.07215530818825	doc
6	True	1543	spheroid	8.07215530818825	doc
6	True	2078	eastman	22.137024382884913	doc
6	True	2078	,	0.4503644936363322	doc
6	True	2078	c.	9.478501267356593	doc
6	True	2078	.	0.13636950646533655	doc
6	True	2078	autom	22.58403623349418	doc
6	True	2078	design	38.00098914692553	doc
6	True	2078	data	10.267810468460077	doc
6	True	2078	structur	11.710277626073378	doc
6	True	2078	comput	6.288062054641458	doc
6	True	2078	graphic	18.57723240749329	doc
6	True	2078	computer-aid	21.732391914291966	doc
6	True	2078	engin	18.30259098688708	doc
6	True	2078	architectur	19.10527376873568	doc
6	True	2078	robot	29.516032510513217	doc
6	True	2078	represent	13.867940488800635	doc
6	True	2078	space	17.591392082938544	doc
6	True	2078	plan	22.728973917860444	doc
6	True	2078	problem	5.829315294383115	doc
6	True	2078	involv	3.4669851222001586	doc
6	True	2078	arrang	9.8733221845182	doc
6	True	2078	object	10.14242227787732	doc
6	True	2078	two-	8.07215530818825	doc
6	True	2078	three-spac	8.07215530818825	doc
6	True	2078	function	2.1267346995816747	doc
6	True	2078	primarili	5.181783550292085	doc
6	True	2078	consist	3.823660066138891	doc
6	True	2078	deriv	3.2681342634549932	doc
6	True	2078	distanc	5.674260035389879	doc
6	True	2078	call	3.437426319958614	doc
6	True	2078	requir	2.3851799518484302	doc
6	True	2078	area	3.867462688797284	doc
6	True	2078	defin	3.1969579849870984	doc
6	True	2078	compar	6.455936443459318	doc
6	True	2078	languag	2.0882190275010593	doc
6	True	2078	altern	3.9612814440149386	doc
6	True	2078	allow	3.8825005661618244	doc
6	True	136	ingerman	17.97814129952524	doc
6	True	136	,	0.0500404992929258	doc
6	True	136	p.	9.707620203710315	doc
6	True	136	.	0.06818475323266827	doc
6	True	136	note	10.52342135016124	doc
6	True	136	calcul	10.461563488553033	doc
6	True	136	interest	11.835062769429475	doc
6	True	2828	clark	16.52161785218014	doc
6	True	2828	,	0.4170041607743816	doc
6	True	2828	j.	6.435687846653517	doc
6	True	2828	.	0.22728251077556091	doc
6	True	2828	visibl	69.08435422856215	doc
6	True	2828	surfac	61.163173216623086	doc
6	True	2828	algorithm	11.400583844124034	doc
6	True	2828	hidden	23.970855066033657	doc
6	True	2828	hierarch	35.894014303152666	doc
6	True	2828	data	8.214248374768061	doc
6	True	2828	structur	18.736444201717404	doc
6	True	2828	geometr	55.872486584002495	doc
6	True	2828	model	20.115607938456968	doc
6	True	2828	inher	5.238941964132033	doc
6	True	2828	definit	3.572345637857985	doc
6	True	2828	shape	5.181783550292085	doc
6	True	2828	three-dimension	4.9811128548299335	doc
6	True	2828	object	3.380807425959106	doc
6	True	2828	environ	11.30427064495224	doc
6	True	2828	defin	6.393915969974197	doc
6	True	2828	relat	2.8464086344750488	doc
6	True	2828	motion	5.674260035389879	doc
6	True	2828	placement	6.462717395754149	doc
6	True	2828	assist	4.9811128548299335	doc
6	True	2828	solv	3.4871878295176777	doc
6	True	2828	problem	1.9431050981277047	doc
6	True	2828	system	1.5040773967762742	doc
6	True	2828	produc	3.4570347913469903	doc
6	True	2828	pictur	4.358583241483942	doc
6	True	2828	comput	2.515224821856583	doc
6	True	2828	extens	3.2930318150767204	doc
6	True	2828	tradit	5.36410510708604	doc
6	True	2828	inform	2.3617282908133803	doc
6	True	2828	hierarchi	4.6064194053885235	doc
6	True	2828	signific	3.7027074557212285	doc
6	True	2828	improv	3.3536564368931554	doc
6	True	2828	techniqu	2.211369084722384	doc
6	True	2828	rang	4.200954297280359	doc
6	True	2828	complex	8.97225282961136	doc
6	True	2828	great	4.6709579265260945	doc
6	True	2828	increas	3.5612958016714	doc
6	True	2828	scene	19.38815218726245	doc
6	True	2828	fix	4.2435139116991545	doc
6	True	2828	upper	5.299566585948469	doc
6	True	2828	limit	3.7027074557212285	doc
6	True	2828	meaning	6.126245159132937	doc
6	True	2828	provid	3.015909502839942	doc
6	True	2828	vari	4.77631844218392	doc
6	True	2828	amount	4.1803350100776235	doc
6	True	2828	detail	3.4570347913469903	doc
6	True	2828	present	3.6598640854661695	doc
6	True	2828	``	5.208190334106237	doc
6	True	2828	clip	13.94708603904028	doc
6	True	2828	''	5.158187729695403	doc
6	True	2828	fast	3.913272224828578	doc
6	True	2828	logarithm	5.027632870464827	doc
6	True	2828	search	3.189353385601879	doc
6	True	2828	resolv	5.58724865840025	doc
6	True	2828	part	3.4087162140761826	doc
6	True	2828	field	4.029104040353699	doc
6	True	2828	view	4.334485689904882	doc
6	True	2828	fourth	6.126245159132937	doc
6	True	2828	frame	11.348520070779758	doc
6	True	2828	coher	7.379008127628304	doc
6	True	2828	graphic	3.7154464814986583	doc
6	True	2828	work	3.327223179825	doc
6	True	2828	set	2.511473677172722	doc
6	True	2828	fraction	5.127716329021809	doc
6	True	2828	total	4.222007706478191	doc
6	True	2828	primari	4.9811128548299335	doc
6	True	2828	store	3.5395558150349937	doc
6	True	2828	access	3.5503667311392095	doc
6	True	2828	final	3.7680902149840803	doc
6	True	2828	suggest	3.399326473726344	doc
6	True	2828	recurs	3.728349886334566	doc
6	True	2828	descent	7.379008127628304	doc
6	True	2828	time	2.208524132590153	doc
6	True	2828	potenti	4.638168103703103	doc
6	True	2828	grow	5.076423034634259	doc
6	True	2828	linear	3.015909502839942	doc
6	True	356	ingerman	17.97814129952524	doc
6	True	356	,	0.0500404992929258	doc
6	True	356	p.	9.707620203710315	doc
6	True	356	.	0.06818475323266827	doc
6	True	356	interest	11.835062769429475	doc
6	True	356	(	2.4988210032253324	doc
6	True	356	algorithm	2.630903964028623	doc
6	True	356	45	22.137024382884913	doc
6	True	356	)	2.492367074597796	doc
6	True	740	wright	18.378735477398813	doc
6	True	740	,	0.0500404992929258	doc
6	True	740	c.	9.478501267356593	doc
6	True	740	.	0.06818475323266827	doc
6	True	740	interest	11.835062769429475	doc
6	True	740	(	2.4988210032253324	doc
6	True	740	algorithm	2.630903964028623	doc
6	True	740	45	22.137024382884913	doc
6	True	740	)	2.492367074597796	doc
6	True	242	wilson	18.378735477398813	doc
6	True	242	,	0.0500404992929258	doc
6	True	242	j.	6.435687846653517	doc
6	True	242	.	0.11364125538778046	doc
6	True	242	note	14.031228466881654	doc
6	True	242	geometr	22.348994633601	doc
6	True	242	weight	18.819437912807103	doc
6	True	242	check	18.425677621554094	doc
6	True	242	digit	12.975366283543796	doc
6	True	242	verif	14.219852394039139	doc
6	True	242	describ	3.1023420086122493	doc
6	True	242	method	1.8049547596468876	doc
6	True	242	util	3.5612958016714	doc
6	True	242	modulus	6.126245159132937	doc
6	True	242	11	6.68586094706836	doc
6	True	242	comput	1.2576124109282916	doc
6	True	242	multipl	3.6533147003916517	doc
6	True	242	divis	4.48863636973214	doc
6	True	242	addit	3.318565117081885	doc
6	True	242	attempt	4.1209115896068225	doc
6	True	242	made	3.2123429038265776	doc
6	True	242	show	3.6533147003916517	doc
